ContractCommitmentId,ContractCommitmentType,ContractCommitmentCategory,ContractCommitmentCost,ContractCommitmentQuantity,ContractCommitmentUnit,ContractCommitmentDescription,ContractCommitmentPeriodStart,ContractCommitmentPeriodEnd,ContractId,ContractPeriodStart,ContractPeriodEnd,BillingCurrency
//compute.googleapis.com/projects/examplecorp-data-739104/regions/us-central1/commitments/cud-b946273b08,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-b946273b,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-data-739104/regions/us-east1/commitments/cud-9bcebfd54a,Committed Use Discount,Usage,782.951280,8760,Hours,ResourceBasedCUD-1yr-Compute,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-9bcebfd5,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-data-739104/regions/europe-west1/commitments/cud-ab6148c6c2,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-ab6148c6,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-sandbox-160942/regions/europe-west1/commitments/cud-8eb9df22c2,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-8eb9df22,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-sandbox-160942/regions/us-east1/commitments/cud-06034d3828,Committed Use Discount,Usage,782.951280,8760,Hours,ResourceBasedCUD-1yr-Compute,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-06034d38,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-data-739104/regions/europe-west1/commitments/cud-5bfb6525eb,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-5bfb6525,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-data-739104/regions/asia-southeast1/commitments/cud-25aa0075ec,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-25aa0075,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-data-739104/regions/europe-west1/commitments/cud-8db690f5c7,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-8db690f5,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-prod-481627/regions/us-central1/commitments/cud-99337464f3,Committed Use Discount,Usage,782.951280,8760,Hours,ResourceBasedCUD-1yr-Compute,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-99337464,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-prod-481627/regions/europe-west1/commitments/cud-4302db97be,Committed Use Discount,Usage,782.951280,8760,Hours,ResourceBasedCUD-1yr-Compute,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-4302db97,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-staging-552831/regions/europe-west1/commitments/cud-456303a441,Committed Use Discount,Usage,782.951280,8760,Hours,ResourceBasedCUD-1yr-Compute,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-456303a4,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
//compute.googleapis.com/projects/examplecorp-prod-481627/regions/us-east1/commitments/cud-3f3b098e5a,Committed Use Discount,Spend,782.951280,782.951280,USD,SpendBasedCUD-1yr,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,CONTRACT-cud-3f3b098e,2026-05-01T00:00:00Z,2027-05-01T00:00:00Z,USD
